beir-docid	faiss-docid
52865789	1319
9211173	1320
23286603	1321
5222182	1322
5572127	1323
9814332	1324
11535539	1325
17462437	1326
23700330	1327
26011884	1328
356218	1329
7988832	1330
8892905	1331
14864285	1332
5597586	1333
15968271	1334
1759213	1335
8496132	1336
12513972	1337
13492264	1338
15425958	1339
23633726	1340
26019505	1341
4445629	1342
23983289	1343
25653703	1344
13205096	1345
14376683	1346
35543846	1347
51972698	1348
4418878	1349
8702697	1350
12086818	1351
12428497	1352
15215393	1353
198309074	1354
6491532	1355
8642784	1356
26030079	1357
41650417	1358
44624045	1359
11861374	1360
17779800	1361
21754541	1362
57783564	1363
10342807	1364
25263942	1365
30492966	1366
4321947	1367
6112053	1368
17168045	1369
20738970	1370
26673492	1371
5492542	1372
22922353	1373
34846352	1374
7142113	1375
24163770	1376
5152028	1377
23918031	1378
25789730	1379
40949706	1380
9813098	1381
18450716	1382
25838286	1383
27247460	1384
6121668	1385
6636088	1386
22153455	1387
41548287	1388
4418269	1389
6525844	1390
11349166	1391
663464	1392
8646760	1393
16527698	1394
21868715	1395
22159299	1396
11557602	1397
15617866	1398
22975806	1399
27602752	1400
42731834	1401
4951831	1402
8247469	1403
14700857	1404
23294314	1405
25606339	1406
25643818	1407
31200375	1408
44387884	1409
601033	1410
4387494	1411
5855168	1412
6723450	1413
10169908	1414
12145359	1415
12209494	1416
12383365	1417
24724242	1418
8995263	1419
9754833	1420
15561961	1421
23513718	1422
275294	1423
13322804	1424
13445579	1425
20287253	1426
22547508	1427
26612216	1428
37562370	1429
6807122	1430
21060008	1431
25373397	1432
25513319	1433
27150276	1434
14402338	1435
21719289	1436
24155601	1437
25747721	1438
11933721	1439
21641088	1440
1970884	1441
5433667	1442
45447613	1443
13702924	1444
14482051	1445
16016673	1446
23557241	1447
11705328	1448
40666943	1449
6397191	1450
9110810	1451
11884292	1452
799586	1453
4457834	1454
18346333	1455
20935673	1456
1986482	1457
6549091	1458
11721286	1459
14664424	1460
40655970	1461
20132778	1462
1171121	1463
8570690	1464
11238951	1465
25543207	1466
90064424	1467
19052713	1468
27054878	1469
1454773	1470
4350400	1471
24019260	1472
25799020	1473
456304	1474
5484763	1475
22509015	1476
32671519	1477
34189936	1478
35531883	1479
3210545	1480
6057195	1481
24705390	1482
42373943	1483
43752562	1484
12489688	1485
23665162	1486
40769868	1487
10072941	1488
10831818	1489
25988622	1490
36444198	1491
9767444	1492
11344428	1493
3870062	1494
6936141	1495
13373629	1496
23627419	1497
18670	1498
8144920	1499
40913091	1500
9547722	1501
20109325	1502
27449472	1503
31439189	1504
38727075	1505
4037034	1506
21479575	1507
45341480	1508
496873	1509
1285713	1510
4402497	1511
7373120	1512
7834603	1513
11983390	1514
14021596	1515
9498458	1516
11603066	1517
13231899	1518
21260231	1519
52925737	1520
12685434	1521
16232581	1522
19546104	1523
2242416	1524
10617916	1525
30981192	1526
3866315	1527
6945691	1528
8677721	1529
10576136	1530
36651210	1531
46437558	1532
4939312	1533
23397658	1534
25677651	1535
4388082	1536
39545358	1537
11200685	1538
19327364	1539
25315295	1540
71628189	1541
6841927	1542
14893425	1543
3230361	1544
24660385	1545
13277118	1546
11498670	1547
24311787	1548
3056682	1549
3083927	1550
8446259	1551
22980205	1552
23908217	1553
25726838	1554
8069939	1555
18236313	1556
31107919	1557
22490293	1558
19970015	1559
23400191	1560
37205759	1561
474325	1562
7005276	1563
38794814	1564
42465769	1565
77971703	1566
11742219	1567
24942840	1568
8290953	1569
8639034	1570
18261004	1571
35724562	1572
37768883	1573
7386360	1574
7613033	1575
10704438	1576
15570691	1577
25050969	1578
12513042	1579
15248287	1580
25182647	1581
751192	1582
21050357	1583
6268106	1584
10906636	1585
11578459	1586
22549449	1587
79447	1588
6251620	1589
23331269	1590
25416944	1591
26108767	1592
73136607	1593
2466614	1594
18190552	1595
22800314	1596
34369306	1597
16180601	1598
17088791	1599
20732789	1600
25353658	1601
29422484	1602
2058909	1603
14834714	1604
24974080	1605
24918110	1606
25499612	1607
25953438	1608
6128334	1609
23576726	1610
23901235	1611
1286352	1612
6863070	1613
8398627	1614
44562904	1615
24998637	1616
26064942	1617
4465735	1618
39424916	1619
42800527	1620
343052	1621
4411760	1622
41928290	1623
44737533	1624
2665425	1625
22186938	1626
36547290	1627
5487448	1628
29015485	1629
24834968	1630
25657127	1631
13933299	1632
29807737	1633
2151983	1634
2659805	1635
5431268	1636
27188320	1637
25261168	1638
34760396	1639
35149431	1640
6083952	1641
24988745	1642
25742130	1643
30292811	1644
19238	1645
6042706	1646
10958594	1647
12130200	1648
14192687	1649
24190159	1650
25049067	1651
36180468	1652
38131471	1653
1349033	1654
14079881	1655
2727303	1656
7708803	1657
16128711	1658
22007333	1659
22446093	1660
44409062	1661
8692744	1662
15194125	1663
9956893	1664
11271123	1665
17236106	1666
20999249	1667
43054703	1668
7034001	1669
39539647	1670
3222187	1671
4641348	1672
9291668	1673
20659283	1674
13958154	1675
19673227	1676
21048969	1677
25121903	1678
25806385	1679
25878014	1680
26112696	1681
32423829	1682
3531388	1683
8038329	1684
20996244	1685
25690564	1686
25900857	1687
364522	1688
22362025	1689
24979644	1690
41074251	1691
6426919	1692
12662435	1693
23727313	1694
40412980	1695
3140772	1696
3616843	1697
11244195	1698
23206239	1699
23649163	1700
17876040	1701
36271512	1702
15948830	1703
21789744	1704
24237492	1705
24707550	1706
40935722	1707
3790895	1708
6650933	1709
34498093	1710
24706198	1711
654735	1712
8814634	1713
33068577	1714
38830961	1715
1192458	1716
4319174	1717
12805683	1718
34445160	1719
5107861	1720
8671456	1721
9334631	1722
8494570	1723
9460704	1724
21602220	1725
14380875	1726
2841164	1727
10698739	1728
11256632	1729
18882947	1730
26099680	1731
34101101	1732
36310858	1733
2205779	1734
3285059	1735
24042919	1736
8417211	1737
23267371	1738
23664875	1739
39426225	1740
25687558	1741
14105446	1742
13823200	1743
7042304	1744
11899391	1745
12039953	1746
32927475	1747
2139357	1748
10574949	1749
20839751	1750
21956124	1751
984825	1752
2559303	1753
2593298	1754
14973286	1755
23439808	1756
25104843	1757
12443371	1758
20645538	1759
24323369	1760
46517055	1761
8005007	1762
9754530	1763
20610390	1764
23912923	1765
3553087	1766
4407455	1767
5586392	1768
17338543	1769
4462155	1770
14275671	1771
20130904	1772
1840993	1773
7711685	1774
10562341	1775
13069283	1776
20288322	1777
24922825	1778
4999387	1779
19278208	1780
14252892	1781
15889329	1782
24346598	1783
25994317	1784
3930020	1785
25404036	1786
1365188	1787
25440070	1788
39225849	1789
40558887	1790
3190689	1791
7211056	1792
28334217	1793
69045262	1794
23195674	1795
23959496	1796
25452937	1797
29367554	1798
38623601	1799
5836	1800
24097933	1801
25599283	1802
5774746	1803
7948486	1804
15593561	1805
26025370	1806
27686445	1807
36708463	1808
38143689	1809
4381486	1810
24712186	1811
7647224	1812
11935250	1813
20767776	1814
11230569	1815
878526	1816
7808055	1817
11415809	1818
24730100	1819
756887	1820
10766688	1821
13831558	1822
19343151	1823
19756935	1824
12785130	1825
25124117	1826
1275505	1827
12236208	1828
15286783	1829
16108876	1830
23702805	1831
29231620	1832
6129301	1833
25298276	1834
7757997	1835
21414718	1836
39851630	1837
16056410	1838
26059876	1839
17933691	1840
27393799	1841
712078	1842
13902570	1843
20526907	1844
21957231	1845
21258863	1846
21931005	1847
142562844	1848
8318922	1849
18414462	1850
26658659	1851
33569870	1852
45651303	1853
7468449	1854
13573143	1855
29828242	1856
38410121	1857
344240	1858
3504761	1859
38369817	1860
7764903	1861
7627167	1862
9973014	1863
43647194	1864
67045088	1865
6308416	1866
12358173	1867
12909503	1868
22036571	1869
38944245	1870
58050905	1871
97884	1872
4695107	1873
16686383	1874
17506075	1875
35231675	1876
4313478	1877
8325952	1878
12932176	1879
13921526	1880
20261352	1881
38040186	1882
583260	1883
10669939	1884
13172737	1885
18098290	1886
24249915	1887
24624992	1888
26445118	1889
45764440	1890
13398997	1891
14386505	1892
25837950	1893
26025820	1894
9420732	1895
2053540	1896
2851611	1897
8327914	1898
10530014	1899
20690388	1900
38028419	1901
1771079	1902
1976183	1903
2335873	1904
623486	1905
3878434	1906
25937484	1907
198133135	1908
13519661	1909
13857083	1910
40584205	1911
45920278	1912
143251	1913
15360986	1914
4335423	1915
9538708	1916
10889845	1917
13380011	1918
40900242	1919
19182166	1920
7036529	1921
10852047	1922
18574146	1923
24186125	1924
9306247	1925
9539248	1926
18488986	1927
32611468	1928
58564850	1929
1574014	1930
2344892	1931
10666475	1932
19651306	1933
42314147	1934
86211914	1935
16172576	1936
25462689	1937
32250572	1938
46451940	1939
3572885	1940
9379687	1941
13368032	1942
24524403	1943
27167110	1944
24384587	1945
4961038	1946
9591368	1947
12470783	1948
4456756	1949
6415816	1950
27545868	1951
40232172	1952
85394684	1953
4325398	1954
7281161	1955
8748720	1956
24523573	1957
1022115	1958
22241778	1959
23036207	1960
24347647	1961
16511863	1962
17628888	1963
73323408	1964
381602	1965
1904291	1966
4409524	1967
5223817	1968
26124606	1969
10162553	1970
16562534	1971
5573975	1972
25725663	1973
7317051	1974
9588931	1975
18557974	1976
26026009	1977
23148978	1978
4366738	1979
5828251	1980
10165723	1981
12899612	1982
14180565	1983
4412772	1984
12549585	1985
5700349	1986
20821402	1987
21230110	1988
25238950	1989
5085118	1990
13801259	1991
25041967	1992
25062868	1993
4421787	1994
31634628	1995
4373433	1996
18144189	1997
20052986	1998
24318630	1999
12224536	2000
15727984	2001
29107210	2002
12922760	2003
28149602	2004
42080024	2005
140874	2006
23913146	2007
4364884	2008
5476778	2009
17877537	2010
19485649	2011
7875158	2012
9217800	2013
9285396	2014
21502234	2015
37204802	2016
43855756	2017
86231298	2018
4246523	2019
7433668	2020
24906548	2021
2359152	2022
16737163	2023
881332	2024
4398832	2025
10559501	2026
11581157	2027
39985001	2028
42377686	2029
13223806	2030
22130056	2031
3973445	2032
33063763	2033
33638477	2034
597790	2035
17973161	2036
2506153	2037
8133050	2038
16119973	2039
25014337	2040
15040589	2041
20868160	2042
36033696	2043
2810997	2044
5993745	2045
13036442	2046
21219071	2047
24335068	2048
25001628	2049
39729277	2050
888896	2051
7662395	2052
17415081	2053
33872649	2054
2679511	2055
7487927	2056
14803797	2057
21932297	2058
29657303	2059
31902059	2060
4856149	2061
8570478	2062
21392703	2063
32766786	2064
243694	2065
21287352	2066
25045244	2067
26016929	2068
2565138	2069
3174305	2070
3514072	2071
5268462	2072
14719322	2073
21878751	2074
33835579	2075
92308	2076
4303939	2077
14934137	2078
15541119	2079
23160444	2080
33387953	2081
17123316	2082
22185730	2083
36450001	2084
41264017	2085
14118484	2086
24645237	2087
86326468	2088
3173489	2089
10024681	2090
20608982	2091
37437064	2092
40667066	2093
1472815	2094
34630025	2095
94365950	2096
19822046	2097
24726600	2098
711256	2099
1576955	2100
2601324	2101
15551129	2102
37628989	2103
12240507	2104
14544564	2105
16057926	2106
17934603	2107
20186814	2108
22896384	2109
13441537	2110
23100220	2111
17422777	2112
25493293	2113
12800122	2114
13914198	2115
25504006	2116
25938221	2117
2319305	2118
20602517	2119
43587663	2120
52824661	2121
6270720	2122
15282056	2123
28845338	2124
36991551	2125
11840194	2126
15335331	2127
1203035	2128
739734	2129
12058271	2130
12315072	2131
16167746	2132
195317463	2133
8963413	2134
13923069	2135
24795767	2136
1944452	2137
13458119	2138
21392223	2139
22632303	2140
26117607	2141
6431384	2142
10827901	2143
13290521	2144
17438862	2145
36211049	2146
6820680	2147
9909405	2148
10279084	2149
21644993	2150
